,Unnamed: 0,age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,salary
22641,22641,44,State-gov,183829,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
3600,3600,53,Private,209022,11th,7,Divorced,Other-service,Not-in-family,White,Female,37,United-States,<=50K
27402,27402,21,Private,442131,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,<=50K
590,590,42,unknown,137390,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
12076,12076,18,Private,198087,HS-grad,9,Never-married,Sales,Own-child,White,Female,30,United-States,<=50K
25982,25982,43,Local-gov,413760,Some-college,10,Separated,Craft-repair,Not-in-family,Black,Male,40,United-States,<=50K
20655,20655,77,unknown,158847,Assoc-voc,11,Married-spouse-absent,unknown,Not-in-family,White,Female,25,United-States,<=50K
29573,29573,81,Self-emp-not-inc,193237,1st-4th,2,Widowed,Sales,Other-relative,White,Male,45,Mexico,<=50K
32459,32459,27,Private,155382,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,25,United-States,<=50K
22216,22216,56,Private,187295,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
20048,20048,57,Local-gov,47392,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
26504,26504,28,Private,191935,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
745,745,42,Local-gov,126319,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K
18612,18612,43,Private,347934,HS-grad,9,Separated,Sales,Not-in-family,White,Female,30,United-States,<=50K
14745,14745,44,Private,109912,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,United-States,>50K
5448,5448,21,Private,206492,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,unknown,<=50K
6710,6710,37,Private,76893,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
27622,27622,34,Private,379798,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
6218,6218,55,Private,323706,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
11433,11433,25,Private,130557,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
5597,5597,29,Private,176683,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K
31140,31140,52,Private,386397,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
14635,14635,29,State-gov,147256,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Male,40,United-States,>50K
9094,9094,26,Private,256737,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
16037,16037,25,Private,137301,Assoc-acdm,12,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
4151,4151,46,State-gov,106705,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,<=50K
28075,28075,17,Private,36877,10th,6,Never-married,Sales,Own-child,White,Female,10,United-States,<=50K
28532,28532,49,Private,203067,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
14145,14145,69,Self-emp-not-inc,349022,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,33,United-States,<=50K
18587,18587,60,Private,31577,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
31246,31246,43,Private,306440,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,66,France,<=50K
24578,24578,33,Private,284531,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
8680,8680,37,Local-gov,221740,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,United-States,>50K
26673,26673,48,Private,249935,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,44,United-States,<=50K
28339,28339,35,Private,244803,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,40,Peru,<=50K
31845,31845,18,Private,157273,10th,6,Never-married,Other-service,Other-relative,Black,Male,15,United-States,<=50K
10785,10785,47,Private,140045,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
8925,8925,45,Private,201699,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
16885,16885,36,Private,33355,Some-college,10,Never-married,Other-service,Own-child,White,Male,45,United-States,<=50K
15262,15262,24,State-gov,413345,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,<=50K
8731,8731,25,Private,179953,Masters,14,Never-married,Prof-specialty,Own-child,White,Female,31,United-States,<=50K
9622,9622,34,Local-gov,188682,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
3370,3370,38,Private,348739,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K
27593,27593,35,Private,253006,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,>50K
24150,24150,19,Private,205830,HS-grad,9,Never-married,Other-service,Own-child,White,Female,40,El-Salvador,<=50K
31529,31529,33,Private,188246,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K
12485,12485,21,Private,50341,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,38,United-States,<=50K
9464,9464,27,Private,37599,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,24,United-States,<=50K
29129,29129,27,Private,103164,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
21675,21675,65,unknown,123484,HS-grad,9,Widowed,unknown,Other-relative,White,Female,25,United-States,<=50K
978,978,78,Private,182977,HS-grad,9,Widowed,Other-service,Not-in-family,Black,Female,40,United-States,<=50K
24503,24503,38,Private,208379,Bachelors,13,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,<=50K
19505,19505,22,Private,316509,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K
31647,31647,51,Private,222615,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
9576,9576,43,Private,197810,Masters,14,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K
20003,20003,18,Private,133654,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K
17639,17639,41,Private,237452,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,Cuba,>50K
17928,17928,23,Private,140798,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
2541,2541,34,Private,193036,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,40,United-States,>50K
3568,3568,38,Private,283122,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K
10570,10570,44,State-gov,180609,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K
8592,8592,28,Private,215955,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
2756,2756,43,Local-gov,147328,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
27411,27411,55,Self-emp-not-inc,477867,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
18000,18000,43,Private,156403,10th,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K
21733,21733,45,Federal-gov,102569,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
15706,15706,25,Private,198986,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,>50K
6411,6411,34,Self-emp-not-inc,181087,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
17181,17181,61,Private,191188,10th,6,Widowed,Farming-fishing,Unmarried,White,Male,20,United-States,<=50K
4841,4841,68,Federal-gov,232151,Some-college,10,Divorced,Adm-clerical,Other-relative,Black,Female,40,United-States,<=50K
9402,9402,45,Local-gov,175958,9th,5,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K
12614,12614,44,Private,162184,Some-college,10,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K
16741,16741,52,Private,89041,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,30,United-States,>50K
18309,18309,24,Private,183594,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K
25997,25997,22,Self-emp-not-inc,197387,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K
2146,2146,18,Private,98044,11th,7,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K
3259,3259,45,Private,189890,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,38,United-States,<=50K
32166,32166,19,unknown,204868,HS-grad,9,Married-civ-spouse,unknown,Wife,White,Female,36,United-States,<=50K
4286,4286,32,Private,175413,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Female,40,Jamaica,<=50K
30662,30662,41,Private,347653,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
20559,20559,73,Private,336007,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
13768,13768,36,Private,163290,Some-college,10,Divorced,Sales,Unmarried,White,Female,40,United-States,<=50K
653,653,38,State-gov,143774,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,45,United-States,<=50K
15290,15290,54,Self-emp-not-inc,392286,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K
22264,22264,39,Private,98776,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
8108,8108,41,Private,202980,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,4,Peru,<=50K
14845,14845,24,Self-emp-not-inc,143062,HS-grad,9,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K
8562,8562,35,Private,306678,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
1956,1956,68,Private,213720,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K
18202,18202,51,Private,183390,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
5109,5109,31,Private,363130,HS-grad,9,Never-married,Other-service,Unmarried,Black,Male,18,United-States,<=50K
3268,3268,30,Private,403433,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,50,United-States,>50K
5897,5897,23,Private,200089,Some-college,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,40,El-Salvador,<=50K
3833,3833,43,Private,193494,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
26847,26847,17,Private,238628,11th,7,Never-married,Other-service,Own-child,White,Female,5,United-States,<=50K
5965,5965,21,Private,90935,Assoc-voc,11,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
19125,19125,17,unknown,280670,10th,6,Never-married,unknown,Own-child,White,Female,40,United-States,<=50K
16370,16370,30,Private,79712,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Other,Male,40,United-States,<=50K
12830,12830,18,Private,270544,12th,8,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K
30896,30896,61,State-gov,379885,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K
32068,32068,34,Private,272411,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K
7585,7585,39,Private,178815,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,55,United-States,<=50K
15063,15063,23,unknown,62507,Some-college,10,Never-married,unknown,Not-in-family,White,Female,12,United-States,<=50K
21348,21348,48,Private,190072,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K
17962,17962,60,Private,238913,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,46,United-States,>50K
2841,2841,45,Local-gov,132563,Prof-school,15,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,<=50K
26300,26300,35,Private,241306,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
596,596,23,unknown,99399,Some-college,10,Never-married,unknown,Unmarried,Amer-Indian-Eskimo,Female,25,United-States,<=50K
5430,5430,44,Private,83508,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,99,United-States,<=50K
17596,17596,42,Local-gov,263871,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,8,United-States,<=50K
14038,14038,22,Private,412316,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,40,unknown,<=50K
20210,20210,24,Private,35603,Some-college,10,Divorced,Other-service,Not-in-family,Black,Male,40,United-States,<=50K
3783,3783,33,Self-emp-not-inc,131568,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,66,United-States,<=50K
10337,10337,27,Private,156266,9th,5,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,40,United-States,<=50K
441,441,45,Private,45857,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,28,United-States,<=50K
23608,23608,56,Self-emp-not-inc,78090,Some-college,10,Divorced,Sales,Unmarried,White,Female,48,United-States,<=50K
2870,2870,43,Self-emp-not-inc,272165,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
18771,18771,26,Private,142506,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Female,35,United-States,<=50K
16460,16460,52,Federal-gov,312500,Assoc-voc,11,Divorced,Farming-fishing,Not-in-family,White,Female,40,United-States,<=50K
22014,22014,40,Private,111483,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K
19732,19732,48,Private,240629,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,65,United-States,<=50K
15217,15217,31,Private,323069,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,45,United-States,<=50K
17108,17108,51,Private,259363,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K
1667,1667,35,Private,107991,11th,7,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K
15687,15687,68,Self-emp-not-inc,195881,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K
27024,27024,57,Self-emp-inc,258883,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,Hungary,>50K
21328,21328,35,Local-gov,211073,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,61,United-States,>50K
11994,11994,20,Private,169600,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,12,United-States,<=50K
2571,2571,21,unknown,148509,Some-college,10,Never-married,unknown,Not-in-family,White,Female,30,United-States,<=50K
8195,8195,23,Private,184255,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K
6550,6550,37,Private,192939,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
27385,27385,61,State-gov,162678,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
22872,22872,50,Self-emp-not-inc,240612,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,60,United-States,<=50K
5960,5960,38,State-gov,107164,Some-college,10,Separated,Exec-managerial,Own-child,White,Male,40,United-States,<=50K
20620,20620,46,Local-gov,148995,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,45,United-States,>50K
11243,11243,27,Federal-gov,276776,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K
24968,24968,40,Local-gov,150755,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,75,United-States,>50K
2331,2331,32,Private,235124,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K
16926,16926,21,Private,195919,10th,6,Never-married,Handlers-cleaners,Not-in-family,Other,Male,40,Dominican-Republic,<=50K
19973,19973,30,Local-gov,40338,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
4362,4362,20,Private,246250,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,<=50K
31421,31421,30,State-gov,54318,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
1048,1048,20,Private,74631,Some-college,10,Never-married,Sales,Not-in-family,White,Female,50,United-States,<=50K
29646,29646,58,Private,407138,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,Mexico,<=50K
16272,16272,27,Private,36440,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K
4643,4643,59,Private,381851,9th,5,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K
3266,3266,30,Private,186269,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K
26579,26579,35,Private,297574,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,United-States,>50K
15024,15024,28,Local-gov,197932,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,16,United-States,<=50K
31234,31234,52,Self-emp-not-inc,34973,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,>50K
18402,18402,69,unknown,254834,Bachelors,13,Married-civ-spouse,unknown,Husband,White,Male,10,United-States,>50K
9510,9510,24,Private,236696,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,30,United-States,<=50K
22337,22337,26,unknown,137951,10th,6,Separated,unknown,Other-relative,White,Female,40,Puerto-Rico,<=50K
2147,2147,58,Private,187487,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K
6233,6233,47,Private,26994,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,35,United-States,<=50K
23046,23046,45,Private,275995,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K
14965,14965,38,Private,187346,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K
24428,24428,46,Private,113390,Masters,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,United-States,<=50K
12953,12953,51,Private,200576,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,63,United-States,<=50K
9744,9744,24,Private,194604,Bachelors,13,Never-married,Sales,Own-child,White,Female,15,United-States,<=50K
24779,24779,19,Private,128346,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,40,United-States,<=50K
26949,26949,17,Private,120068,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,17,United-States,<=50K
17607,17607,34,Private,182926,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,>50K
2222,2222,20,unknown,96862,Some-college,10,Never-married,unknown,Own-child,White,Female,8,United-States,<=50K
10779,10779,26,Private,227489,HS-grad,9,Never-married,Tech-support,Other-relative,Black,Male,40,unknown,<=50K
14101,14101,17,Private,143331,10th,6,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K
14936,14936,58,Private,104945,9th,5,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,60,United-States,<=50K
32422,32422,53,Private,158993,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,38,United-States,<=50K
3006,3006,37,Private,267086,Assoc-voc,11,Divorced,Tech-support,Unmarried,White,Female,52,United-States,<=50K
24376,24376,17,Private,41865,10th,6,Never-married,Other-service,Own-child,White,Female,25,United-States,<=50K
12781,12781,25,Private,120238,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,Poland,<=50K
1466,1466,35,Private,67728,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K
11697,11697,67,Self-emp-inc,411007,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,40,United-States,>50K
29115,29115,24,Private,142528,Some-college,10,Never-married,Sales,Own-child,White,Male,20,United-States,<=50K
29494,29494,40,Private,182136,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K
29228,29228,32,Private,206541,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,>50K
28649,28649,31,Private,215047,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,50,United-States,<=50K
22676,22676,49,Private,139268,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K
10456,10456,49,Private,181363,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K
11567,11567,17,Private,197732,11th,7,Never-married,Other-service,Own-child,White,Female,12,United-States,<=50K
2995,2995,39,Local-gov,167864,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,<=50K
25723,25723,39,Private,209867,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,>50K
25558,25558,58,Federal-gov,243929,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,48,United-States,<=50K
31307,31307,28,Local-gov,138332,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K
849,849,31,Private,118966,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,18,United-States,<=50K
22034,22034,58,Self-emp-inc,174864,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K
15094,15094,62,Self-emp-inc,245491,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,40,United-States,>50K
6235,6235,55,Self-emp-not-inc,189933,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,<=50K
17083,17083,32,Private,195000,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
2663,2663,48,State-gov,183486,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,56,United-States,>50K
6118,6118,48,Federal-gov,205707,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,50,United-States,>50K
26528,26528,32,Self-emp-inc,124919,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,50,Iran,>50K
2718,2718,51,Private,209912,Bachelors,13,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,50,United-States,<=50K
29061,29061,37,Local-gov,97136,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
10253,10253,45,Private,253116,10th,6,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
21270,21270,47,Local-gov,183486,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,>50K
15133,15133,22,Private,332194,Some-college,10,Never-married,Other-service,Own-child,Black,Male,40,United-States,<=50K
5923,5923,57,Self-emp-not-inc,437281,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,38,United-States,>50K
16240,16240,35,Self-emp-inc,135436,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K
27253,27253,40,Private,111020,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K
22876,22876,23,Private,376416,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K
15730,15730,33,Federal-gov,615893,Masters,14,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,Nicaragua,<=50K
25107,25107,45,unknown,215943,HS-grad,9,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,<=50K
22425,22425,32,Private,316589,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K
15574,15574,42,unknown,167678,11th,7,Married-civ-spouse,unknown,Husband,White,Male,22,Ecuador,<=50K
7982,7982,40,Private,209547,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,>50K
17660,17660,18,Private,205004,Some-college,10,Never-married,Other-service,Own-child,White,Male,26,United-States,<=50K
20394,20394,37,Private,164526,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K
11284,11284,24,State-gov,247075,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,20,United-States,<=50K
25221,25221,45,Private,168598,12th,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,>50K
2691,2691,64,Self-emp-not-inc,100722,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,5,United-States,<=50K
30552,30552,34,Private,112564,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K
29084,29084,25,Private,226891,Assoc-voc,11,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Female,40,unknown,<=50K
24813,24813,29,unknown,142443,Bachelors,13,Married-civ-spouse,unknown,Husband,White,Male,25,United-States,<=50K
17180,17180,58,Federal-gov,298643,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K
26196,26196,26,Local-gov,288781,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,42,United-States,<=50K
14191,14191,23,Private,203076,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K
6847,6847,24,Local-gov,252024,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,>50K
5461,5461,53,Private,169182,10th,6,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,40,Columbia,<=50K
4997,4997,26,Private,245880,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States,<=50K
32318,32318,74,Self-emp-not-inc,199136,Bachelors,13,Widowed,Craft-repair,Not-in-family,White,Male,8,Germany,>50K
3069,3069,48,Private,176140,11th,7,Divorced,Other-service,Unmarried,Black,Female,40,United-States,<=50K
26764,26764,42,Private,98427,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,35,United-States,<=50K
17839,17839,43,Self-emp-inc,304906,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K
11212,11212,37,Private,125550,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,35,United-States,>50K
1570,1570,19,unknown,62534,Bachelors,13,Never-married,unknown,Own-child,Black,Female,40,Jamaica,<=50K
6012,6012,22,Private,505980,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K
17232,17232,33,Private,351810,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,Mexico,<=50K
32531,32531,22,Private,310152,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K
7694,7694,40,Private,116103,Some-college,10,Separated,Craft-repair,Unmarried,White,Male,47,United-States,>50K
10415,10415,44,Private,44006,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
15631,15631,43,Private,156745,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K
246,246,58,Private,236596,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,>50K
15424,15424,24,Private,211968,Some-college,10,Never-married,Sales,Not-in-family,White,Female,24,United-States,<=50K
13100,13100,34,Private,260560,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K
12531,12531,48,Private,143542,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K
9356,9356,43,Private,184105,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K
12817,12817,50,Private,222020,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K
